EmployeeNumber,Department,JobRole,Attrition_Prob,Risk
655,Research & Development,Research Scientist,0.159705021964032,LOW
656,Sales,Sales Executive,0.474337869405368,MEDIUM
657,Research & Development,Research Scientist,0.31448533427872016,MEDIUM
659,Research & Development,Healthcare Representative,0.021021948852974377,LOW
661,Research & Development,Research Director,0.07614239080438122,LOW
662,Research & Development,Research Scientist,0.23271648311217935,LOW
663,Research & Development,Laboratory Technician,0.7163290934959184,HIGH
664,Research & Development,Manager,0.26937010640574643,LOW
665,Human Resources,Human Resources,0.517077039300794,MEDIUM
666,Sales,Sales Representative,0.4732563347274191,MEDIUM
667,Sales,Sales Representative,0.5795213653314422,MEDIUM
669,Sales,Sales Representative,0.8353414099198657,HIGH
671,Research & Development,Manager,0.0529002457643622,LOW
675,Research & Development,Research Scientist,0.27692244682181233,LOW
677,Sales,Sales Executive,0.31738799656576117,MEDIUM
679,Research & Development,Research Scientist,0.47105035461766903,MEDIUM
680,Research & Development,Research Scientist,0.3016991038712528,MEDIUM
682,Sales,Sales Executive,0.14230008828980886,LOW
683,Research & Development,Research Scientist,0.0636043317315014,LOW
684,Sales,Sales Executive,0.7109561434276699,HIGH
686,Research & Development,Laboratory Technician,0.6121209117109078,HIGH
689,Research & Development,Manufacturing Director,0.04902511512248028,LOW
690,Sales,Sales Executive,0.37782767154895214,MEDIUM
691,Research & Development,Research Scientist,0.39919810164916364,MEDIUM
692,Research & Development,Healthcare Representative,0.0648365530429513,LOW
698,Human Resources,Human Resources,0.2865098784188271,LOW
699,Research & Development,Manufacturing Director,0.5453909931425428,MEDIUM
700,Research & Development,Research Scientist,0.34623002229147865,MEDIUM
701,Research & Development,Research Scientist,0.5542866308821954,MEDIUM
702,Research & Development,Research Scientist,0.9121195732261518,HIGH
704,Research & Development,Laboratory Technician,0.12407715063514031,LOW
705,Research & Development,Research Scientist,0.2798194652476973,LOW
707,Sales,Sales Executive,0.12743571208527665,LOW
709,Sales,Sales Executive,0.19035553916143583,LOW
710,Research & Development,Research Scientist,0.07247300621121261,LOW
712,Sales,Sales Executive,0.18555721089044225,LOW
714,Sales,Sales Executive,0.24808020693220498,LOW
715,Research & Development,Research Scientist,0.12662285865542364,LOW
716,Research & Development,Laboratory Technician,0.06547543343369724,LOW
717,Research & Development,Healthcare Representative,0.195303365093553,LOW
720,Sales,Sales Executive,0.882613172028304,HIGH
721,Research & Development,Healthcare Representative,0.1786123360011071,LOW
722,Sales,Sales Executive,0.09921230497238584,LOW
723,Sales,Sales Executive,0.6904506348640257,HIGH
724,Research & Development,Healthcare Representative,0.01698151106182723,LOW
725,Research & Development,Manufacturing Director,0.1314141387032984,LOW
727,Research & Development,Research Director,0.028654342433863972,LOW
728,Sales,Sales Executive,0.11236909810420538,LOW
729,Sales,Sales Executive,0.4069820143006886,MEDIUM
730,Research & Development,Research Director,0.004268820703997766,LOW
731,Human Resources,Manager,0.5522723914024278,MEDIUM
732,Sales,Sales Executive,0.7660550284994024,HIGH
733,Research & Development,Manufacturing Director,0.1193899323889078,LOW
734,Human Resources,Manager,0.07856528541558007,LOW
738,Sales,Sales Representative,0.47978785460515194,MEDIUM
741,Research & Development,Research Scientist,0.8235768979549243,HIGH
742,Research & Development,Research Director,0.0822403731294096,LOW
743,Research & Development,Manufacturing Director,0.40961448357726066,MEDIUM
744,Research & Development,Laboratory Technician,0.47149183208510825,MEDIUM
746,Sales,Sales Executive,0.7419705324617225,HIGH
747,Sales,Sales Executive,0.5618789659852342,MEDIUM
749,Sales,Sales Representative,0.6290316132664797,HIGH
752,Research & Development,Research Scientist,0.7404498764361432,HIGH
754,Sales,Sales Executive,0.2182317344221257,LOW
757,Research & Development,Healthcare Representative,0.2257894349865249,LOW
758,Research & Development,Laboratory Technician,0.4416840029114513,MEDIUM
760,Human Resources,Human Resources,0.5174642595205505,MEDIUM
762,Research & Development,Healthcare Representative,0.07883118596509851,LOW
763,Research & Development,Research Scientist,0.3050956904250429,MEDIUM
764,Research & Development,Healthcare Representative,0.4139056730101068,MEDIUM
766,Sales,Sales Representative,0.33638040102898775,MEDIUM
769,Research & Development,Laboratory Technician,0.05396239999679579,LOW
771,Research & Development,Healthcare Representative,0.02557014085654215,LOW
772,Research & Development,Laboratory Technician,0.43724619870518927,MEDIUM
773,Research & Development,Research Scientist,0.6986344915118758,HIGH
775,Research & Development,Manufacturing Director,0.30247028824173694,MEDIUM
776,Sales,Manager,0.035161577771751745,LOW
780,Research & Development,Research Scientist,0.1440412064151913,LOW
781,Sales,Sales Executive,0.3539565541350403,MEDIUM
783,Sales,Sales Representative,0.8342168949795318,HIGH
784,Research & Development,Research Scientist,0.20017350327808264,LOW
785,Sales,Sales Executive,0.8599679141980151,HIGH
786,Sales,Sales Executive,0.03447753001675381,LOW
787,Research & Development,Manager,0.1858649525266024,LOW
789,Sales,Sales Executive,0.3196708602545342,MEDIUM
791,Research & Development,Research Scientist,0.014941042401508658,LOW
792,Research & Development,Laboratory Technician,0.864694751856785,HIGH
793,Research & Development,Healthcare Representative,0.4043276527430705,MEDIUM
796,Sales,Sales Executive,0.8327597557554047,HIGH
797,Research & Development,Research Scientist,0.06490396102601804,LOW
799,Research & Development,Manufacturing Director,0.5265111213368623,MEDIUM
800,Sales,Sales Executive,0.3732564091439106,MEDIUM
802,Research & Development,Research Scientist,0.37266612638479496,MEDIUM
803,Research & Development,Manufacturing Director,0.602319462527498,HIGH
804,Research & Development,Research Scientist,0.23489136203300773,LOW
805,Sales,Sales Representative,0.5945428121293674,MEDIUM
806,Research & Development,Laboratory Technician,0.2506274010523558,LOW
807,Research & Development,Healthcare Representative,0.03298717204940298,LOW
808,Sales,Sales Executive,0.5152699715561018,MEDIUM
809,Research & Development,Manager,0.5250445165441768,MEDIUM
811,Research & Development,Laboratory Technician,0.7966214195626407,HIGH
812,Research & Development,Laboratory Technician,0.19541194893483116,LOW
813,Research & Development,Laboratory Technician,0.3858646602524457,MEDIUM
815,Research & Development,Research Director,0.0063831227595515,LOW
816,Research & Development,Laboratory Technician,0.9305080723709126,HIGH
817,Research & Development,Research Director,0.015605760708643428,LOW
819,Sales,Sales Executive,0.855226447348622,HIGH
820,Research & Development,Manager,0.05750131631144825,LOW
823,Research & Development,Manufacturing Director,0.026372592320410445,LOW
824,Research & Development,Research Scientist,0.025771690095423194,LOW
825,Research & Development,Research Director,0.17058746709121664,LOW
826,Research & Development,Research Scientist,0.09443001792770374,LOW
827,Research & Development,Manufacturing Director,0.3333427217240616,MEDIUM
828,Research & Development,Research Scientist,0.26220253282883743,LOW
829,Human Resources,Human Resources,0.4590936375490378,MEDIUM
830,Research & Development,Manufacturing Director,0.058882221395717436,LOW
832,Research & Development,Laboratory Technician,0.8970457336415154,HIGH
833,Research & Development,Manufacturing Director,0.4810193733685182,MEDIUM
834,Research & Development,Research Scientist,0.2565705912183615,LOW
836,Research & Development,Manufacturing Director,0.2580799137874585,LOW
837,Research & Development,Healthcare Representative,0.4688223207873972,MEDIUM
838,Research & Development,Research Scientist,0.2957458585313933,LOW
840,Sales,Sales Executive,0.10915713477465279,LOW
842,Sales,Sales Executive,0.22072423498297136,LOW
843,Research & Development,Research Director,0.08536178802708995,LOW
844,Research & Development,Research Director,0.10947597376330002,LOW
845,Research & Development,Manufacturing Director,0.037363853601741444,LOW
846,Sales,Sales Executive,0.9061032487390516,HIGH
847,Human Resources,Human Resources,0.22302868613106286,LOW
848,Research & Development,Research Scientist,0.5181409709578421,MEDIUM
850,Research & Development,Research Scientist,0.022455052907888736,LOW
851,Sales,Manager,0.10756806645594416,LOW
852,Research & Development,Healthcare Representative,0.2335729070733261,LOW
854,Research & Development,Research Scientist,0.6167682017114469,HIGH
855,Sales,Sales Executive,0.12846297680974517,LOW
856,Research & Development,Research Scientist,0.5401726662088363,MEDIUM
857,Sales,Sales Executive,0.13904193284964886,LOW
859,Sales,Sales Executive,0.3355166726533095,MEDIUM
861,Research & Development,Research Scientist,0.5517783598101181,MEDIUM
862,Sales,Sales Executive,0.2207294877908468,LOW
864,Sales,Sales Executive,0.5866167113247676,MEDIUM
865,Research & Development,Research Scientist,0.18506364923276516,LOW
867,Research & Development,Manufacturing Director,0.12005347054694002,LOW
868,Sales,Sales Executive,0.2204975209987118,LOW
869,Human Resources,Human Resources,0.10698567352761597,LOW
872,Research & Development,Manufacturing Director,0.2702729976797367,LOW
874,Research & Development,Laboratory Technician,0.5334735122637093,MEDIUM
875,Research & Development,Research Scientist,0.6414362866025962,HIGH
878,Human Resources,Human Resources,0.4460403661595361,MEDIUM
879,Sales,Sales Executive,0.5187209857650922,MEDIUM
880,Research & Development,Manufacturing Director,0.11466478916295951,LOW
881,Research & Development,Research Scientist,0.7297324579067335,HIGH
882,Research & Development,Laboratory Technician,0.06760469034927248,LOW
885,Sales,Sales Executive,0.7144970912549568,HIGH
887,Research & Development,Research Scientist,0.1611384158881332,LOW
888,Research & Development,Laboratory Technician,0.30021347856968095,MEDIUM
889,Sales,Sales Executive,0.38665195502945643,MEDIUM
893,Sales,Sales Representative,0.5461172663277856,MEDIUM
894,Research & Development,Laboratory Technician,0.4081661133005442,MEDIUM
895,Research & Development,Research Scientist,0.2181222571718459,LOW
896,Sales,Sales Representative,0.7477918103185445,HIGH
897,Sales,Sales Executive,0.13947206602520515,LOW
899,Research & Development,Manufacturing Director,0.4225984534347099,MEDIUM
900,Sales,Sales Representative,0.6611846618602177,HIGH
901,Research & Development,Research Director,0.009384441320880533,LOW
902,Research & Development,Healthcare Representative,0.09800633031326351,LOW
903,Sales,Sales Executive,0.4253746760886384,MEDIUM
904,Sales,Sales Executive,0.6177556886832682,HIGH
905,Research & Development,Manager,0.12029866694863967,LOW
909,Human Resources,Human Resources,0.10327622704097551,LOW
910,Human Resources,Human Resources,0.5169977148131286,MEDIUM
911,Research & Development,Laboratory Technician,0.956738818811383,HIGH
912,Research & Development,Laboratory Technician,0.2849780364098131,LOW
913,Research & Development,Research Scientist,0.7605007569691681,HIGH
916,Sales,Sales Executive,0.4676246607923146,MEDIUM
918,Research & Development,Laboratory Technician,0.8716826175286477,HIGH
920,Research & Development,Manufacturing Director,0.3417053426409313,MEDIUM
922,Sales,Sales Representative,0.6998936561733163,HIGH
923,Research & Development,Research Scientist,0.21322716064815414,LOW
924,Research & Development,Healthcare Representative,0.09285237466970747,LOW
925,Sales,Sales Representative,0.7356254354213141,HIGH
926,Research & Development,Manufacturing Director,0.41785022834577445,MEDIUM
927,Research & Development,Laboratory Technician,0.8316942440472159,HIGH
930,Research & Development,Research Scientist,0.21551270995085486,LOW
932,Research & Development,Laboratory Technician,0.9060772689907473,HIGH
933,Research & Development,Research Scientist,0.28154658335073324,LOW
934,Research & Development,Laboratory Technician,0.4677795336502948,MEDIUM
936,Sales,Sales Executive,0.4651794958541895,MEDIUM
939,Research & Development,Research Scientist,0.7112113414760106,HIGH
940,Research & Development,Healthcare Representative,0.14066568179698766,LOW
941,Sales,Sales Representative,0.679894364959816,HIGH
942,Research & Development,Healthcare Representative,0.09619523196294003,LOW
944,Research & Development,Laboratory Technician,0.13096187063497297,LOW
945,Research & Development,Research Scientist,0.09251610680585423,LOW
947,Sales,Sales Executive,0.09059457772290262,LOW
949,Research & Development,Research Scientist,0.041529760525851604,LOW
950,Research & Development,Research Director,0.019878525629622525,LOW
951,Research & Development,Laboratory Technician,0.46028078175802406,MEDIUM
952,Sales,Sales Representative,0.8949032899055326,HIGH
954,Sales,Sales Executive,0.7868793675032933,HIGH
956,Sales,Sales Executive,0.5856415644693643,MEDIUM
957,Research & Development,Laboratory Technician,0.11648971720956874,LOW
958,Research & Development,Laboratory Technician,0.09158380198707901,LOW
959,Sales,Sales Representative,0.9394090409482072,HIGH
960,Research & Development,Laboratory Technician,0.9017188815636695,HIGH
961,Research & Development,Healthcare Representative,0.2574172010251021,LOW
964,Research & Development,Research Scientist,0.7887460864383073,HIGH
966,Research & Development,Manufacturing Director,0.15838484703336145,LOW
967,Sales,Sales Executive,0.3659148537439285,MEDIUM
969,Research & Development,Healthcare Representative,0.1496981448633606,LOW
970,Sales,Sales Executive,0.9166897197448717,HIGH
972,Research & Development,Laboratory Technician,0.09220848408686008,LOW
974,Sales,Sales Representative,0.7223523634225331,HIGH
975,Sales,Sales Executive,0.4627064868851645,MEDIUM
976,Research & Development,Manager,0.015150123303148001,LOW
977,Research & Development,Research Scientist,0.1537217264575482,LOW
981,Sales,Manager,0.38654527633066615,MEDIUM
982,Sales,Sales Executive,0.3946110210588761,MEDIUM
983,Sales,Sales Executive,0.5336542139784584,MEDIUM
984,Sales,Sales Executive,0.09085173796443505,LOW
985,Sales,Sales Executive,0.0948395341875605,LOW
986,Sales,Sales Executive,0.5341558754206374,MEDIUM
987,Research & Development,Manufacturing Director,0.09211110810772129,LOW
990,Sales,Sales Executive,0.04871464119055452,LOW
991,Research & Development,Research Scientist,0.6408864302161696,HIGH
992,Sales,Manager,0.21432777545758033,LOW
994,Research & Development,Research Scientist,0.8740105195080354,HIGH
995,Research & Development,Research Scientist,0.24202537991822182,LOW
996,Research & Development,Laboratory Technician,0.048336311385921156,LOW
997,Research & Development,Research Director,0.006428394270462204,LOW
998,Research & Development,Healthcare Representative,0.2778719218325879,LOW
999,Research & Development,Research Director,0.021163029810996933,LOW
1001,Research & Development,Laboratory Technician,0.8771276557702747,HIGH
1002,Research & Development,Laboratory Technician,0.28178726730621007,LOW
1003,Sales,Sales Executive,0.23105083297882364,LOW
1004,Research & Development,Research Scientist,0.8956282963435853,HIGH
1005,Research & Development,Manufacturing Director,0.108619859458687,LOW
1006,Research & Development,Research Scientist,0.3002158290423484,MEDIUM
1007,Research & Development,Manufacturing Director,0.048033380194152514,LOW
1009,Research & Development,Manufacturing Director,0.13024437227017321,LOW
1010,Research & Development,Laboratory Technician,0.7102938529066958,HIGH
1011,Research & Development,Manufacturing Director,0.3014364638250292,MEDIUM
1012,Research & Development,Research Scientist,0.2039226470259582,LOW
1013,Research & Development,Manufacturing Director,0.08332564474427682,LOW
1014,Research & Development,Healthcare Representative,0.7473809043099876,HIGH
1015,Research & Development,Research Director,0.06181308902498727,LOW
1016,Research & Development,Research Scientist,0.8973088269993768,HIGH
1017,Research & Development,Laboratory Technician,0.7395171805689575,HIGH
1018,Research & Development,Manufacturing Director,0.04852659069892494,LOW
1019,Research & Development,Laboratory Technician,0.864255462495296,HIGH
1022,Research & Development,Healthcare Representative,0.10924583663777063,LOW
1024,Research & Development,Healthcare Representative,0.05436723945938972,LOW
1025,Research & Development,Manufacturing Director,0.16079178909849084,LOW
1026,Research & Development,Manufacturing Director,0.10140648847737017,LOW
1027,Research & Development,Manufacturing Director,0.16182854492304538,LOW
1028,Research & Development,Laboratory Technician,0.25306358251331607,LOW
1029,Sales,Manager,0.1741481026329855,LOW
1030,Research & Development,Laboratory Technician,0.4650207481071651,MEDIUM
1032,Research & Development,Manufacturing Director,0.1902981372498826,LOW
1033,Research & Development,Healthcare Representative,0.7753434173918841,HIGH
1034,Research & Development,Healthcare Representative,0.19115833406035157,LOW
1035,Research & Development,Research Director,0.009726309358185895,LOW
1036,Sales,Sales Executive,0.6906881419027163,HIGH
1037,Sales,Sales Executive,0.8020756022742355,HIGH
1038,Sales,Manager,0.08388169797453762,LOW
1039,Sales,Sales Executive,0.3922758742003204,MEDIUM
1040,Sales,Sales Executive,0.0029563691621779455,LOW
1042,Research & Development,Laboratory Technician,0.42667091982234645,MEDIUM
1043,Research & Development,Manufacturing Director,0.5170694088518795,MEDIUM
1044,Sales,Sales Representative,0.31708244932847046,MEDIUM
1045,Sales,Manager,0.030161621207581767,LOW
1046,Research & Development,Laboratory Technician,0.572432126831424,MEDIUM
1047,Sales,Sales Executive,0.03616541112494506,LOW
1048,Sales,Manager,0.43988964230657646,MEDIUM
1049,Human Resources,Human Resources,0.37268475471737067,MEDIUM
1050,Sales,Sales Executive,0.20764920111496643,LOW
1052,Research & Development,Laboratory Technician,0.7668455519487615,HIGH
1053,Research & Development,Research Scientist,0.9298681170090072,HIGH
1055,Sales,Sales Representative,0.7616257559775433,HIGH
1056,Sales,Sales Representative,0.6630180165811316,HIGH
1060,Research & Development,Research Scientist,0.12470191986288179,LOW
1061,Research & Development,Research Director,0.13802107257346624,LOW
1062,Research & Development,Healthcare Representative,0.10894401865438139,LOW
1066,Sales,Sales Executive,0.6247738866329171,HIGH
1068,Research & Development,Research Scientist,0.22842621586147288,LOW
1069,Research & Development,Research Director,0.007855349456819333,LOW
1070,Sales,Sales Executive,0.5395796179504084,MEDIUM
1071,Research & Development,Research Scientist,0.06504480692882374,LOW
1073,Research & Development,Manufacturing Director,0.21902153782002118,LOW
1074,Research & Development,Manager,0.06027357619276044,LOW
1076,Sales,Sales Executive,0.24720914853664275,LOW
1077,Sales,Sales Representative,0.9296020154323006,HIGH
1079,Research & Development,Laboratory Technician,0.8797248945642265,HIGH
1080,Research & Development,Research Scientist,0.1604985156608777,LOW
1081,Research & Development,Research Scientist,0.16804958283269614,LOW
1082,Research & Development,Healthcare Representative,0.45116530013281064,MEDIUM
1083,Research & Development,Laboratory Technician,0.5756973536234821,MEDIUM
1084,Research & Development,Manufacturing Director,0.14671659618604616,LOW
1085,Research & Development,Research Scientist,0.0512090366163052,LOW
1088,Research & Development,Healthcare Representative,0.031880597553206234,LOW
1092,Research & Development,Healthcare Representative,0.4392896421866902,MEDIUM
1094,Research & Development,Laboratory Technician,0.11999939754739393,LOW
1096,Research & Development,Manufacturing Director,0.029754882153842005,LOW
1097,Research & Development,Research Scientist,0.048214963421991046,LOW
1098,Human Resources,Human Resources,0.3716925076758357,MEDIUM
1099,Research & Development,Healthcare Representative,0.11025744477206202,LOW
1100,Sales,Sales Executive,0.7876709261594939,HIGH
1101,Research & Development,Research Scientist,0.5841035819747514,MEDIUM
1102,Research & Development,Laboratory Technician,0.48936317057953393,MEDIUM
1103,Research & Development,Healthcare Representative,0.18814668095487383,LOW
1105,Sales,Sales Executive,0.23203581465702666,LOW
1106,Research & Development,Laboratory Technician,0.4505045068932115,MEDIUM
1107,Research & Development,Laboratory Technician,0.8359153102793446,HIGH
1108,Research & Development,Research Scientist,0.9593877800355497,HIGH
1109,Research & Development,Manager,0.1083391314152666,LOW
1111,Research & Development,Laboratory Technician,0.8372335918462227,HIGH
1113,Sales,Sales Executive,0.4778612215356052,MEDIUM
1114,Sales,Sales Executive,0.27599566335784087,LOW
1115,Research & Development,Research Scientist,0.015973457432256366,LOW
1116,Research & Development,Manager,0.013228455147045898,LOW
1117,Sales,Sales Executive,0.027283921001621952,LOW
1118,Research & Development,Healthcare Representative,0.15761881568050526,LOW
1119,Sales,Sales Executive,0.5188519673314429,MEDIUM
1120,Research & Development,Research Scientist,0.150170799534182,LOW
1121,Research & Development,Manufacturing Director,0.023221411274249603,LOW
1124,Sales,Manager,0.09160686015775357,LOW
1125,Sales,Sales Executive,0.5781263573417028,MEDIUM
1126,Research & Development,Manufacturing Director,0.5736177728329629,MEDIUM
1127,Research & Development,Healthcare Representative,0.282989968605666,LOW
1128,Research & Development,Research Director,0.0823377757919224,LOW
1131,Research & Development,Research Scientist,0.6274535601384048,HIGH
1132,Research & Development,Laboratory Technician,0.5087268184168771,MEDIUM
1133,Research & Development,Manufacturing Director,0.035670497891438155,LOW
1135,Sales,Sales Representative,0.5566428492561709,MEDIUM
1136,Research & Development,Research Scientist,0.5065916674294578,MEDIUM
1137,Sales,Sales Executive,0.24987838225861345,LOW
1138,Sales,Sales Executive,0.32118148008120495,MEDIUM
1140,Research & Development,Manufacturing Director,0.2615746160889705,LOW
1143,Research & Development,Research Scientist,0.10042178899910013,LOW
1148,Research & Development,Laboratory Technician,0.8120321999234272,HIGH
1150,Research & Development,Manufacturing Director,0.4440547038957163,MEDIUM
1152,Human Resources,Human Resources,0.12556656179744527,LOW
1154,Research & Development,Research Scientist,0.6289716785530358,HIGH
1156,Research & Development,Laboratory Technician,0.5354867805183235,MEDIUM
1157,Sales,Sales Executive,0.8990202106928253,HIGH
1158,Research & Development,Laboratory Technician,0.8073419590577243,HIGH
1160,Research & Development,Laboratory Technician,0.5780758387294829,MEDIUM
1161,Research & Development,Healthcare Representative,0.1791635328515854,LOW
1162,Research & Development,Research Scientist,0.16567919136213224,LOW
1163,Sales,Sales Executive,0.4612542779074747,MEDIUM
1164,Human Resources,Human Resources,0.35449011603325437,MEDIUM
1165,Sales,Sales Executive,0.591471091803824,MEDIUM
1166,Research & Development,Research Director,0.08137265609114386,LOW
1167,Sales,Sales Executive,0.9472400481299535,HIGH
1171,Sales,Sales Executive,0.49843394282789527,MEDIUM
1172,Research & Development,Laboratory Technician,0.30765598571333314,MEDIUM
1173,Research & Development,Laboratory Technician,0.7392869929938534,HIGH
1175,Research & Development,Laboratory Technician,0.8426780052325925,HIGH
1177,Research & Development,Laboratory Technician,0.10243904611543973,LOW
1179,Sales,Sales Executive,0.28700210877468335,LOW
1180,Research & Development,Research Scientist,0.7844364855662036,HIGH
1182,Research & Development,Manufacturing Director,0.1343969557665124,LOW
1184,Research & Development,Healthcare Representative,0.09615175921431149,LOW
1185,Research & Development,Laboratory Technician,0.21574269260852516,LOW
1188,Sales,Sales Executive,0.9230104864574579,HIGH
1190,Sales,Sales Representative,0.16905432343420337,LOW
1191,Research & Development,Manager,0.07639430948693421,LOW
1192,Research & Development,Laboratory Technician,0.09311633598486128,LOW
1193,Research & Development,Research Scientist,0.37488492801969425,MEDIUM
1195,Research & Development,Research Scientist,0.5265101215067901,MEDIUM
1196,Research & Development,Manufacturing Director,0.023043994750215242,LOW
1198,Research & Development,Laboratory Technician,0.8650592861410596,HIGH
1200,Research & Development,Research Scientist,0.3264391205390495,MEDIUM
1201,Research & Development,Manager,0.013926711332264918,LOW
1202,Research & Development,Research Scientist,0.6937178852142009,HIGH
1203,Research & Development,Research Scientist,0.74850560450496,HIGH
1204,Sales,Manager,0.7159622168178894,HIGH
1206,Research & Development,Research Scientist,0.13657244505820454,LOW
1207,Human Resources,Human Resources,0.20463652967306695,LOW
1210,Research & Development,Research Scientist,0.6191875670425577,HIGH
1211,Sales,Sales Executive,0.4313055731516712,MEDIUM
1212,Sales,Sales Executive,0.4051144800224103,MEDIUM
1215,Research & Development,Manager,0.01322916308881095,LOW
1216,Research & Development,Laboratory Technician,0.31877275754724116,MEDIUM
1217,Research & Development,Research Director,0.04930869476566236,LOW
1218,Sales,Sales Executive,0.2065704749961203,LOW
1219,Research & Development,Laboratory Technician,0.7672222138392347,HIGH
1220,Sales,Sales Executive,0.6569030533759496,HIGH
1221,Research & Development,Laboratory Technician,0.18400913207758032,LOW
1224,Research & Development,Laboratory Technician,0.240659553983502,LOW
1225,Research & Development,Research Scientist,0.045667784843752314,LOW
1226,Sales,Sales Representative,0.5533865823749063,MEDIUM
1228,Research & Development,Manufacturing Director,0.04545880048373749,LOW
1231,Human Resources,Human Resources,0.06146902178382748,LOW
1233,Sales,Sales Executive,0.0870095258470302,LOW
1234,Research & Development,Laboratory Technician,0.5409441128574919,MEDIUM
1235,Research & Development,Research Scientist,0.38064606201168166,MEDIUM
1237,Research & Development,Manufacturing Director,0.7065021081456564,HIGH
1238,Research & Development,Research Scientist,0.03411917280028994,LOW
1239,Sales,Sales Executive,0.751411314554853,HIGH
1240,Sales,Sales Executive,0.31031619612629097,MEDIUM
1241,Research & Development,Research Scientist,0.19097812497557493,LOW
1242,Research & Development,Research Director,0.5100389403579164,MEDIUM
1243,Sales,Sales Executive,0.3872383200839866,MEDIUM
1244,Research & Development,Research Scientist,0.5642210521053217,MEDIUM
1245,Research & Development,Manufacturing Director,0.041019565881213235,LOW
1246,Research & Development,Research Scientist,0.03520744480779061,LOW
1248,Research & Development,Research Scientist,0.7697809961554877,HIGH
1249,Research & Development,Research Scientist,0.05320874799825433,LOW
1250,Research & Development,Research Director,0.0013087179568331865,LOW
1251,Research & Development,Healthcare Representative,0.591871692383202,MEDIUM
1252,Research & Development,Healthcare Representative,0.16675431612241173,LOW
1254,Sales,Sales Executive,0.10347996604570024,LOW
1255,Research & Development,Research Director,0.018866447555243356,LOW
1256,Research & Development,Manager,0.071162663174567,LOW
1257,Research & Development,Research Scientist,0.16714234815628043,LOW
1258,Research & Development,Laboratory Technician,0.5224081997110785,MEDIUM
1259,Research & Development,Research Scientist,0.0880863597345905,LOW
1260,Research & Development,Healthcare Representative,0.255792009900134,LOW
1263,Research & Development,Research Director,0.015220181085477404,LOW
1264,Research & Development,Research Director,0.024424387273886457,LOW
1265,Research & Development,Research Scientist,0.27245238235464475,LOW
1267,Sales,Manager,0.20598937034511272,LOW
1268,Sales,Sales Executive,0.11105276383974154,LOW
1269,Research & Development,Research Scientist,0.7376082501570842,HIGH
1270,Research & Development,Research Scientist,0.09773854792257346,LOW
1273,Sales,Sales Representative,0.9798741824388809,HIGH
1275,Research & Development,Research Scientist,0.4598790030950125,MEDIUM
1277,Sales,Manager,0.7193223064058039,HIGH
1278,Research & Development,Healthcare Representative,0.259687677487655,LOW
1279,Research & Development,Laboratory Technician,0.9298839240756304,HIGH
1280,Sales,Manager,0.06842805061998623,LOW
1281,Sales,Sales Executive,0.7821324675504016,HIGH
1282,Sales,Manager,0.67956816747558,HIGH
1283,Research & Development,Manufacturing Director,0.047622372438777656,LOW
1285,Research & Development,Laboratory Technician,0.3824099126240954,MEDIUM
1286,Research & Development,Laboratory Technician,0.8378558918395905,HIGH
1288,Research & Development,Manager,0.08257108160043798,LOW
1289,Human Resources,Human Resources,0.11470178207628072,LOW
1291,Research & Development,Research Scientist,0.347147882290234,MEDIUM
1292,Research & Development,Research Scientist,0.5697864096520813,MEDIUM
1293,Sales,Sales Executive,0.19581108600441222,LOW
1294,Research & Development,Manufacturing Director,0.3469309526992774,MEDIUM
1295,Research & Development,Healthcare Representative,0.06613403257439521,LOW
1296,Research & Development,Laboratory Technician,0.7810906245067005,HIGH
1297,Research & Development,Laboratory Technician,0.6477189396266472,HIGH
1298,Research & Development,Manufacturing Director,0.24656110545762955,LOW
1299,Research & Development,Laboratory Technician,0.8210264143485199,HIGH
1301,Research & Development,Research Scientist,0.5038867454369839,MEDIUM
1303,Research & Development,Research Scientist,0.1556164836175875,LOW
1304,Sales,Sales Executive,0.010816835531745814,LOW
1306,Research & Development,Manager,0.14611573893082522,LOW
1307,Research & Development,Manager,0.8698033622307368,HIGH
1308,Research & Development,Research Scientist,0.10747661017106522,LOW
1309,Research & Development,Laboratory Technician,0.22106136356560735,LOW
1310,Research & Development,Research Scientist,0.3670391072142736,MEDIUM
1311,Research & Development,Laboratory Technician,0.6899245042441465,HIGH
1312,Research & Development,Healthcare Representative,0.22804045217086363,LOW
1314,Human Resources,Human Resources,0.14867390917788406,LOW
1315,Research & Development,Laboratory Technician,0.08900412584859232,LOW
1317,Research & Development,Research Director,0.2821676158899876,LOW
1318,Sales,Sales Executive,0.9311442867230858,HIGH
1319,Sales,Sales Executive,0.9119780127763543,HIGH
1321,Research & Development,Manager,0.3112902533857953,MEDIUM
1322,Research & Development,Manufacturing Director,0.17231011601466448,LOW
1324,Sales,Sales Executive,0.3490433771550288,MEDIUM
1329,Sales,Sales Executive,0.4401252603473331,MEDIUM
1331,Sales,Sales Representative,0.9169993399655261,HIGH
1333,Research & Development,Laboratory Technician,0.558869951066112,MEDIUM
1334,Research & Development,Manager,0.03665925321704444,LOW
1336,Research & Development,Manager,0.07378793996041008,LOW
1338,Human Resources,Manager,0.06511080241526741,LOW
1340,Research & Development,Research Scientist,0.19151176453770213,LOW
1344,Research & Development,Healthcare Representative,0.033449504935859006,LOW
1346,Research & Development,Research Scientist,0.09250577173124244,LOW
1349,Sales,Sales Executive,0.19078388748774056,LOW
1350,Research & Development,Research Scientist,0.6866442015884543,HIGH
