O*NET-SOC Code,Title,Element Name,Data Value
19-2099.01,Remote Sensing Scientists and Technologists,Active Learning,3.38
19-2099.01,Remote Sensing Scientists and Technologists,Monitoring,3.38
19-2099.01,Remote Sensing Scientists and Technologists,Learning Strategies,3.12
19-3011.00,Economists,Reading Comprehension,4.12
19-3011.00,Economists,Mathematics,4.12
19-3011.00,Economists,Critical Thinking,4.12
19-3011.00,Economists,Active Listening,4.0
19-3011.00,Economists,Writing,4.0
19-3011.00,Economists,Speaking,4.0
19-3011.00,Economists,Active Learning,3.75
19-3011.00,Economists,Learning Strategies,3.12
19-3011.00,Economists,Monitoring,3.12
19-3011.00,Economists,Science,1.88
19-3011.01,Environmental Economists,Writing,4.12
19-3011.01,Environmental Economists,Reading Comprehension,4.0
19-3011.01,Environmental Economists,Active Listening,4.0
19-3011.01,Environmental Economists,Mathematics,4.0
19-3011.01,Environmental Economists,Critical Thinking,4.0
19-3011.01,Environmental Economists,Active Learning,3.88
19-3011.01,Environmental Economists,Speaking,3.5
19-3011.01,Environmental Economists,Monitoring,3.5
19-3011.01,Environmental Economists,Learning Strategies,3.25
19-3011.01,Environmental Economists,Science,2.38
19-3022.00,Survey Researchers,Reading Comprehension,4.25
19-3022.00,Survey Researchers,Active Listening,4.25
19-3022.00,Survey Researchers,Writing,4.25
19-3022.00,Survey Researchers,Speaking,4.25
19-3022.00,Survey Researchers,Critical Thinking,4.25
19-3022.00,Survey Researchers,Mathematics,4.0
19-3022.00,Survey Researchers,Active Learning,3.88
19-3022.00,Survey Researchers,Learning Strategies,3.25
19-3022.00,Survey Researchers,Monitoring,3.12
19-3022.00,Survey Researchers,Science,2.88
19-3032.00,Industrial-Organizational Psychologists,Reading Comprehension,4.38
19-3032.00,Industrial-Organizational Psychologists,Active Listening,4.38
19-3032.00,Industrial-Organizational Psychologists,Writing,4.25
19-3032.00,Industrial-Organizational Psychologists,Speaking,4.12
19-3032.00,Industrial-Organizational Psychologists,Critical Thinking,4.12
19-3032.00,Industrial-Organizational Psychologists,Active Learning,3.88
19-3032.00,Industrial-Organizational Psychologists,Monitoring,3.88
19-3032.00,Industrial-Organizational Psychologists,Science,3.75
19-3032.00,Industrial-Organizational Psychologists,Learning Strategies,3.62
19-3032.00,Industrial-Organizational Psychologists,Mathematics,3.5
19-3033.00,Clinical and Counseling Psychologists,Reading Comprehension,4.75
19-3033.00,Clinical and Counseling Psychologists,Active Listening,4.25
19-3033.00,Clinical and Counseling Psychologists,Writing,4.25
19-3033.00,Clinical and Counseling Psychologists,Critical Thinking,4.25
19-3033.00,Clinical and Counseling Psychologists,Speaking,4.12
19-3033.00,Clinical and Counseling Psychologists,Active Learning,3.88
19-3033.00,Clinical and Counseling Psychologists,Monitoring,3.75
19-3033.00,Clinical and Counseling Psychologists,Learning Strategies,3.62
19-3033.00,Clinical and Counseling Psychologists,Science,2.38
19-3033.00,Clinical and Counseling Psychologists,Mathematics,2.25
19-3034.00,School Psychologists,Reading Comprehension,4.62
19-3034.00,School Psychologists,Speaking,4.62
19-3034.00,School Psychologists,Active Listening,4.5
19-3034.00,School Psychologists,Writing,4.12
19-3034.00,School Psychologists,Critical Thinking,4.12
19-3034.00,School Psychologists,Monitoring,4.0
19-3034.00,School Psychologists,Active Learning,3.88
19-3034.00,School Psychologists,Learning Strategies,3.88
19-3034.00,School Psychologists,Mathematics,2.88
19-3034.00,School Psychologists,Science,2.5
19-3039.02,Neuropsychologists,Reading Comprehension,4.5
19-3039.02,Neuropsychologists,Active Listening,4.5
19-3039.02,Neuropsychologists,Writing,4.38
19-3039.02,Neuropsychologists,Speaking,4.25
19-3039.02,Neuropsychologists,Critical Thinking,4.25
19-3039.02,Neuropsychologists,Active Learning,3.88
19-3039.02,Neuropsychologists,Science,3.62
19-3039.02,Neuropsychologists,Monitoring,3.62
19-3039.02,Neuropsychologists,Learning Strategies,3.5
19-3039.02,Neuropsychologists,Mathematics,3.0
19-3039.03,Clinical Neuropsychologists,Active Listening,4.38
19-3039.03,Clinical Neuropsychologists,Critical Thinking,4.25
19-3039.03,Clinical Neuropsychologists,Reading Comprehension,4.12
19-3039.03,Clinical Neuropsychologists,Speaking,4.0
19-3039.03,Clinical Neuropsychologists,Writing,3.88
19-3039.03,Clinical Neuropsychologists,Active Learning,3.75
19-3039.03,Clinical Neuropsychologists,Monitoring,3.62
19-3039.03,Clinical Neuropsychologists,Learning Strategies,3.5
19-3039.03,Clinical Neuropsychologists,Mathematics,2.62
19-3039.03,Clinical Neuropsychologists,Science,2.62
19-3041.00,Sociologists,Active Listening,4.12
19-3041.00,Sociologists,Speaking,4.12
19-3041.00,Sociologists,Reading Comprehension,4.0
19-3041.00,Sociologists,Writing,4.0
19-3041.00,Sociologists,Critical Thinking,4.0
19-3041.00,Sociologists,Active Learning,4.0
19-3041.00,Sociologists,Learning Strategies,3.88
19-3041.00,Sociologists,Monitoring,3.5
19-3041.00,Sociologists,Science,3.12
19-3041.00,Sociologists,Mathematics,2.88
19-3051.00,Urban and Regional Planners,Active Listening,4.12
19-3051.00,Urban and Regional Planners,Speaking,4.12
19-3051.00,Urban and Regional Planners,Reading Comprehension,4.0
19-3051.00,Urban and Regional Planners,Critical Thinking,4.0
19-3051.00,Urban and Regional Planners,Writing,3.88
19-3051.00,Urban and Regional Planners,Active Learning,3.25
19-3051.00,Urban and Regional Planners,Mathematics,3.0
19-3051.00,Urban and Regional Planners,Learning Strategies,3.0
19-3051.00,Urban and Regional Planners,Monitoring,3.0
19-3051.00,Urban and Regional Planners,Science,2.62
19-3091.00,Anthropologists and Archeologists,Writing,4.25
19-3091.00,Anthropologists and Archeologists,Speaking,4.25
19-3091.00,Anthropologists and Archeologists,Reading Comprehension,4.12
19-3091.00,Anthropologists and Archeologists,Active Listening,4.12
19-3091.00,Anthropologists and Archeologists,Critical Thinking,4.12
19-3091.00,Anthropologists and Archeologists,Active Learning,3.88
19-3091.00,Anthropologists and Archeologists,Monitoring,3.5
19-3091.00,Anthropologists and Archeologists,Learning Strategies,3.38
19-3091.00,Anthropologists and Archeologists,Science,3.0
19-3091.00,Anthropologists and Archeologists,Mathematics,2.75
19-3092.00,Geographers,Reading Comprehension,4.12
19-3092.00,Geographers,Writing,4.12
19-3092.00,Geographers,Speaking,4.0
19-3092.00,Geographers,Critical Thinking,4.0
19-3092.00,Geographers,Active Listening,3.75
19-3092.00,Geographers,Active Learning,3.62
19-3092.00,Geographers,Science,3.38
19-3092.00,Geographers,Learning Strategies,3.12
19-3092.00,Geographers,Mathematics,3.0
19-3092.00,Geographers,Monitoring,3.0
19-3093.00,Historians,Reading Comprehension,4.75
19-3093.00,Historians,Writing,4.12
19-3093.00,Historians,Critical Thinking,4.12
19-3093.00,Historians,Active Listening,4.0
19-3093.00,Historians,Speaking,4.0
19-3093.00,Historians,Active Learning,4.0
19-3093.00,Historians,Learning Strategies,3.25
19-3093.00,Historians,Monitoring,3.0
19-3093.00,Historians,Science,2.62
19-3093.00,Historians,Mathematics,2.0
19-3094.00,Political Scientists,Reading Comprehension,4.25
19-3094.00,Political Scientists,Active Listening,4.12
19-3094.00,Political Scientists,Speaking,4.12
19-3094.00,Political Scientists,Active Learning,4.12
19-3094.00,Political Scientists,Writing,4.0
19-3094.00,Political Scientists,Critical Thinking,4.0
19-3094.00,Political Scientists,Learning Strategies,3.5
19-3094.00,Political Scientists,Mathematics,3.0
19-3094.00,Political Scientists,Monitoring,2.88
19-3094.00,Political Scientists,Science,2.62
19-3099.01,Transportation Planners,Reading Comprehension,4.0
19-3099.01,Transportation Planners,Active Listening,4.0
19-3099.01,Transportation Planners,Writing,4.0
19-3099.01,Transportation Planners,Speaking,4.0
19-3099.01,Transportation Planners,Critical Thinking,4.0
19-3099.01,Transportation Planners,Active Learning,3.75
19-3099.01,Transportation Planners,Mathematics,3.38
19-3099.01,Transportation Planners,Monitoring,3.12
19-3099.01,Transportation Planners,Learning Strategies,3.0
19-3099.01,Transportation Planners,Science,2.38
19-4012.00,Agricultural Technicians,Reading Comprehension,3.38
19-4012.00,Agricultural Technicians,Active Listening,3.25
19-4012.00,Agricultural Technicians,Critical Thinking,3.25
19-4012.00,Agricultural Technicians,Writing,3.12
19-4012.00,Agricultural Technicians,Active Learning,3.12
19-4012.00,Agricultural Technicians,Monitoring,3.12
19-4012.00,Agricultural Technicians,Speaking,3.0
19-4012.00,Agricultural Technicians,Mathematics,2.88
19-4012.00,Agricultural Technicians,Learning Strategies,2.88
19-4012.00,Agricultural Technicians,Science,2.75
19-4012.01,Precision Agriculture Technicians,Reading Comprehension,3.88
19-4012.01,Precision Agriculture Technicians,Active Listening,3.75
19-4012.01,Precision Agriculture Technicians,Speaking,3.75
19-4012.01,Precision Agriculture Technicians,Critical Thinking,3.75
19-4012.01,Precision Agriculture Technicians,Writing,3.5
19-4012.01,Precision Agriculture Technicians,Active Learning,3.38
19-4012.01,Precision Agriculture Technicians,Mathematics,3.25
19-4012.01,Precision Agriculture Technicians,Monitoring,3.25
19-4012.01,Precision Agriculture Technicians,Learning Strategies,3.0
19-4012.01,Precision Agriculture Technicians,Science,2.88
19-4013.00,Food Science Technicians,Reading Comprehension,3.75
19-4013.00,Food Science Technicians,Active Listening,3.5
19-4013.00,Food Science Technicians,Writing,3.5
19-4013.00,Food Science Technicians,Speaking,3.5
19-4013.00,Food Science Technicians,Science,3.25
19-4013.00,Food Science Technicians,Critical Thinking,3.25
19-4013.00,Food Science Technicians,Monitoring,3.12
19-4013.00,Food Science Technicians,Active Learning,3.0
19-4013.00,Food Science Technicians,Learning Strategies,2.88
19-4013.00,Food Science Technicians,Mathematics,2.75
19-4021.00,Biological Technicians,Reading Comprehension,4.0
19-4021.00,Biological Technicians,Active Listening,3.88
19-4021.00,Biological Technicians,Science,3.75
19-4021.00,Biological Technicians,Critical Thinking,3.75
19-4021.00,Biological Technicians,Writing,3.5
19-4021.00,Biological Technicians,Active Learning,3.5
19-4021.00,Biological Technicians,Speaking,3.38
19-4021.00,Biological Technicians,Monitoring,3.38
19-4021.00,Biological Technicians,Mathematics,3.0
19-4021.00,Biological Technicians,Learning Strategies,2.88
19-4031.00,Chemical Technicians,Science,4.12
19-4031.00,Chemical Technicians,Reading Comprehension,4.0
19-4031.00,Chemical Technicians,Critical Thinking,4.0
19-4031.00,Chemical Technicians,Active Listening,3.88
19-4031.00,Chemical Technicians,Writing,3.88
19-4031.00,Chemical Technicians,Monitoring,3.88
19-4031.00,Chemical Technicians,Speaking,3.38
19-4031.00,Chemical Technicians,Active Learning,3.38
19-4031.00,Chemical Technicians,Learning Strategies,3.12
19-4031.00,Chemical Technicians,Mathematics,3.0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Reading Comprehension,4.0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Active Listening,3.88
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Writing,3.88
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Speaking,3.88
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Critical Thinking,3.75
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Science,3.38
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Monitoring,3.38
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Mathematics,3.12
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Active Learning,3.12
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Learning Strategies,3.0
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Reading Comprehension,3.75
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Critical Thinking,3.5
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Writing,3.25
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Monitoring,3.25
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Active Listening,3.12
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Speaking,3.0
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Mathematics,2.75
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Active Learning,2.75
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Science,2.62
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Learning Strategies,2.62
19-4051.00,Nuclear Technicians,Monitoring,3.75
19-4051.00,Nuclear Technicians,Reading Comprehension,3.62
19-4051.00,Nuclear Technicians,Active Listening,3.62
19-4051.00,Nuclear Technicians,Critical Thinking,3.62
19-4051.00,Nuclear Technicians,Active Learning,3.38
19-4051.00,Nuclear Technicians,Writing,3.25
19-4051.00,Nuclear Technicians,Speaking,3.25
19-4051.00,Nuclear Technicians,Learning Strategies,2.88
19-4051.00,Nuclear Technicians,Mathematics,2.75
19-4051.00,Nuclear Technicians,Science,2.75
19-4051.02,Nuclear Monitoring Technicians,Active Listening,3.88
19-4051.02,Nuclear Monitoring Technicians,Critical Thinking,3.88
19-4051.02,Nuclear Monitoring Technicians,Monitoring,3.88
19-4051.02,Nuclear Monitoring Technicians,Reading Comprehension,3.75
19-4051.02,Nuclear Monitoring Technicians,Speaking,3.5
19-4051.02,Nuclear Monitoring Technicians,Writing,3.12
19-4051.02,Nuclear Monitoring Technicians,Mathematics,3.12
19-4051.02,Nuclear Monitoring Technicians,Science,3.12
19-4051.02,Nuclear Monitoring Technicians,Learning Strategies,3.12
19-4051.02,Nuclear Monitoring Technicians,Active Learning,3.0
19-4061.00,Social Science Research Assistants,Reading Comprehension,4.0
19-4061.00,Social Science Research Assistants,Active Listening,3.75
19-4061.00,Social Science Research Assistants,Writing,3.75
19-4061.00,Social Science Research Assistants,Critical Thinking,3.75
19-4061.00,Social Science Research Assistants,Speaking,3.38
19-4061.00,Social Science Research Assistants,Science,3.25
19-4061.00,Social Science Research Assistants,Mathematics,3.12
19-4061.00,Social Science Research Assistants,Active Learning,3.12
19-4061.00,Social Science Research Assistants,Learning Strategies,3.0
19-4061.00,Social Science Research Assistants,Monitoring,2.88
19-4071.00,Forest and Conservation Technicians,Active Listening,3.75
19-4071.00,Forest and Conservation Technicians,Critical Thinking,3.75
19-4071.00,Forest and Conservation Technicians,Reading Comprehension,3.38
19-4071.00,Forest and Conservation Technicians,Speaking,3.25
19-4071.00,Forest and Conservation Technicians,Monitoring,3.12
19-4071.00,Forest and Conservation Technicians,Writing,3.0
19-4071.00,Forest and Conservation Technicians,Active Learning,3.0
19-4071.00,Forest and Conservation Technicians,Learning Strategies,3.0
19-4071.00,Forest and Conservation Technicians,Mathematics,2.75
19-4071.00,Forest and Conservation Technicians,Science,2.75
19-4092.00,Forensic Science Technicians,Reading Comprehension,4.0
19-4092.00,Forensic Science Technicians,Active Listening,4.0
19-4092.00,Forensic Science Technicians,Writing,4.0
19-4092.00,Forensic Science Technicians,Speaking,4.0
19-4092.00,Forensic Science Technicians,Critical Thinking,4.0
19-4092.00,Forensic Science Technicians,Active Learning,3.38
19-4092.00,Forensic Science Technicians,Science,3.25
19-4092.00,Forensic Science Technicians,Monitoring,3.25
19-4092.00,Forensic Science Technicians,Learning Strategies,3.0
19-4092.00,Forensic Science Technicians,Mathematics,2.75
19-4099.01,Quality Control Analysts,Reading Comprehension,3.75
19-4099.01,Quality Control Analysts,Monitoring,3.75
19-4099.01,Quality Control Analysts,Active Listening,3.38
19-4099.01,Quality Control Analysts,Writing,3.25
19-4099.01,Quality Control Analysts,Critical Thinking,3.25
19-4099.01,Quality Control Analysts,Speaking,3.12
19-4099.01,Quality Control Analysts,Active Learning,3.12
19-4099.01,Quality Control Analysts,Mathematics,3.0
19-4099.01,Quality Control Analysts,Science,2.75
19-4099.01,Quality Control Analysts,Learning Strategies,2.75
19-4099.03,Remote Sensing Technicians,Critical Thinking,3.75
19-4099.03,Remote Sensing Technicians,Reading Comprehension,3.5
19-4099.03,Remote Sensing Technicians,Speaking,3.5
19-4099.03,Remote Sensing Technicians,Mathematics,3.5
19-4099.03,Remote Sensing Technicians,Active Listening,3.38
19-4099.03,Remote Sensing Technicians,Monitoring,3.38
19-4099.03,Remote Sensing Technicians,Writing,3.25
19-4099.03,Remote Sensing Technicians,Active Learning,3.0
19-4099.03,Remote Sensing Technicians,Learning Strategies,2.75
19-4099.03,Remote Sensing Technicians,Science,2.62
19-5011.00,Occupational Health and Safety Specialists,Reading Comprehension,4.0
19-5011.00,Occupational Health and Safety Specialists,Active Listening,4.0
19-5011.00,Occupational Health and Safety Specialists,Writing,4.0
19-5011.00,Occupational Health and Safety Specialists,Speaking,4.0
19-5011.00,Occupational Health and Safety Specialists,Critical Thinking,3.75
19-5011.00,Occupational Health and Safety Specialists,Monitoring,3.62
19-5011.00,Occupational Health and Safety Specialists,Active Learning,3.38
19-5011.00,Occupational Health and Safety Specialists,Mathematics,3.0
19-5011.00,Occupational Health and Safety Specialists,Learning Strategies,3.0
19-5011.00,Occupational Health and Safety Specialists,Science,2.75
19-5012.00,Occupational Health and Safety Technicians,Active Listening,4.0
19-5012.00,Occupational Health and Safety Technicians,Reading Comprehension,3.88
19-5012.00,Occupational Health and Safety Technicians,Speaking,3.88
19-5012.00,Occupational Health and Safety Technicians,Critical Thinking,3.88
19-5012.00,Occupational Health and Safety Technicians,Writing,3.75
19-5012.00,Occupational Health and Safety Technicians,Monitoring,3.25
19-5012.00,Occupational Health and Safety Technicians,Active Learning,3.12
19-5012.00,Occupational Health and Safety Technicians,Learning Strategies,3.0
19-5012.00,Occupational Health and Safety Technicians,Mathematics,2.75
19-5012.00,Occupational Health and Safety Technicians,Science,2.75
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Active Listening,4.25
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Speaking,4.12
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Reading Comprehension,4.0
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Writing,4.0
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Monitoring,4.0
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Critical Thinking,3.88
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Active Learning,3.88
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Learning Strategies,3.25
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Mathematics,2.0
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Science,1.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Active Listening,4.38
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Speaking,4.12
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Reading Comprehension,3.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Writing,3.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Critical Thinking,3.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Active Learning,3.75
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Learning Strategies,3.75
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Monitoring,3.75
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Mathematics,2.25
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Science,1.5
21-1013.00,Marriage and Family Therapists,Active Listening,4.75
21-1013.00,Marriage and Family Therapists,Speaking,4.25
21-1013.00,Marriage and Family Therapists,Reading Comprehension,4.0
21-1013.00,Marriage and Family Therapists,Writing,3.88
21-1013.00,Marriage and Family Therapists,Critical Thinking,3.88
21-1013.00,Marriage and Family Therapists,Active Learning,3.88
21-1013.00,Marriage and Family Therapists,Monitoring,3.88
21-1013.00,Marriage and Family Therapists,Learning Strategies,3.38
21-1013.00,Marriage and Family Therapists,Science,2.38
21-1013.00,Marriage and Family Therapists,Mathematics,2.0
21-1014.00,Mental Health Counselors,Active Listening,5.0
21-1014.00,Mental Health Counselors,Speaking,4.25
21-1014.00,Mental Health Counselors,Reading Comprehension,4.12
21-1014.00,Mental Health Counselors,Writing,4.12
21-1014.00,Mental Health Counselors,Critical Thinking,4.0
21-1014.00,Mental Health Counselors,Active Learning,3.75
21-1014.00,Mental Health Counselors,Monitoring,3.75
21-1014.00,Mental Health Counselors,Learning Strategies,3.12
21-1014.00,Mental Health Counselors,Science,2.75
21-1014.00,Mental Health Counselors,Mathematics,2.0
21-1015.00,Rehabilitation Counselors,Active Listening,4.12
21-1015.00,Rehabilitation Counselors,Speaking,4.12
21-1015.00,Rehabilitation Counselors,Monitoring,4.12
21-1015.00,Rehabilitation Counselors,Reading Comprehension,3.88
21-1015.00,Rehabilitation Counselors,Critical Thinking,3.88
21-1015.00,Rehabilitation Counselors,Writing,3.5
21-1015.00,Rehabilitation Counselors,Active Learning,3.25
21-1015.00,Rehabilitation Counselors,Learning Strategies,3.12
21-1015.00,Rehabilitation Counselors,Mathematics,2.0
21-1015.00,Rehabilitation Counselors,Science,2.0
21-1021.00,"Child, Family, and School Social Workers",Active Listening,4.88
21-1021.00,"Child, Family, and School Social Workers",Speaking,4.5
21-1021.00,"Child, Family, and School Social Workers",Critical Thinking,4.12
21-1021.00,"Child, Family, and School Social Workers",Reading Comprehension,4.0
21-1021.00,"Child, Family, and School Social Workers",Monitoring,3.88
21-1021.00,"Child, Family, and School Social Workers",Writing,3.75
21-1021.00,"Child, Family, and School Social Workers",Active Learning,3.38
21-1021.00,"Child, Family, and School Social Workers",Learning Strategies,3.12
21-1021.00,"Child, Family, and School Social Workers",Science,2.25
21-1021.00,"Child, Family, and School Social Workers",Mathematics,2.0
21-1022.00,Healthcare Social Workers,Speaking,4.12
21-1022.00,Healthcare Social Workers,Reading Comprehension,4.0
21-1022.00,Healthcare Social Workers,Active Listening,4.0
21-1022.00,Healthcare Social Workers,Critical Thinking,4.0
21-1022.00,Healthcare Social Workers,Writing,3.88
21-1022.00,Healthcare Social Workers,Active Learning,3.75
21-1022.00,Healthcare Social Workers,Monitoring,3.25
21-1022.00,Healthcare Social Workers,Learning Strategies,3.12
21-1022.00,Healthcare Social Workers,Science,2.62
21-1022.00,Healthcare Social Workers,Mathematics,2.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Active Listening,4.12
21-1023.00,Mental Health and Substance Abuse Social Workers,Speaking,4.12
21-1023.00,Mental Health and Substance Abuse Social Workers,Reading Comprehension,4.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Critical Thinking,4.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Monitoring,4.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Writing,3.75
21-1023.00,Mental Health and Substance Abuse Social Workers,Learning Strategies,3.75
21-1023.00,Mental Health and Substance Abuse Social Workers,Active Learning,3.25
21-1023.00,Mental Health and Substance Abuse Social Workers,Science,2.62
21-1023.00,Mental Health and Substance Abuse Social Workers,Mathematics,2.0
21-1091.00,Health Education Specialists,Active Listening,4.12
21-1091.00,Health Education Specialists,Writing,4.12
21-1091.00,Health Education Specialists,Speaking,4.12
21-1091.00,Health Education Specialists,Learning Strategies,4.0
21-1091.00,Health Education Specialists,Active Learning,3.88
21-1091.00,Health Education Specialists,Reading Comprehension,3.75
21-1091.00,Health Education Specialists,Critical Thinking,3.75
21-1091.00,Health Education Specialists,Monitoring,3.25
21-1091.00,Health Education Specialists,Science,2.5
21-1091.00,Health Education Specialists,Mathematics,2.12
21-1092.00,Probation Officers and Correctional Treatment Specialists,Active Listening,4.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Speaking,4.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Reading Comprehension,3.88
21-1092.00,Probation Officers and Correctional Treatment Specialists,Critical Thinking,3.88
21-1092.00,Probation Officers and Correctional Treatment Specialists,Writing,3.75
21-1092.00,Probation Officers and Correctional Treatment Specialists,Monitoring,3.75
21-1092.00,Probation Officers and Correctional Treatment Specialists,Active Learning,3.38
21-1092.00,Probation Officers and Correctional Treatment Specialists,Learning Strategies,2.25
21-1092.00,Probation Officers and Correctional Treatment Specialists,Mathematics,1.88
21-1092.00,Probation Officers and Correctional Treatment Specialists,Science,1.75
21-1093.00,Social and Human Service Assistants,Active Listening,4.0
21-1093.00,Social and Human Service Assistants,Speaking,4.0
21-1093.00,Social and Human Service Assistants,Reading Comprehension,3.75
21-1093.00,Social and Human Service Assistants,Writing,3.62
21-1093.00,Social and Human Service Assistants,Critical Thinking,3.62
21-1093.00,Social and Human Service Assistants,Monitoring,3.62
21-1093.00,Social and Human Service Assistants,Active Learning,3.25
21-1093.00,Social and Human Service Assistants,Learning Strategies,2.88
21-1093.00,Social and Human Service Assistants,Mathematics,2.0
21-1093.00,Social and Human Service Assistants,Science,1.75
21-1094.00,Community Health Workers,Active Listening,4.0
21-1094.00,Community Health Workers,Speaking,4.0
21-1094.00,Community Health Workers,Critical Thinking,4.0
21-1094.00,Community Health Workers,Reading Comprehension,3.88
21-1094.00,Community Health Workers,Active Learning,3.88
21-1094.00,Community Health Workers,Writing,3.75
21-1094.00,Community Health Workers,Monitoring,3.75
21-1094.00,Community Health Workers,Learning Strategies,3.12
21-1094.00,Community Health Workers,Mathematics,2.0
21-1094.00,Community Health Workers,Science,1.5
21-2011.00,Clergy,Speaking,4.75
21-2011.00,Clergy,Active Listening,4.25
21-2011.00,Clergy,Reading Comprehension,3.88
21-2011.00,Clergy,Writing,3.88
21-2011.00,Clergy,Critical Thinking,3.75
21-2011.00,Clergy,Active Learning,3.75
21-2011.00,Clergy,Learning Strategies,3.62
21-2011.00,Clergy,Monitoring,3.5
21-2011.00,Clergy,Mathematics,1.88
21-2011.00,Clergy,Science,1.38
21-2021.00,"Directors, Religious Activities and Education",Speaking,4.12
21-2021.00,"Directors, Religious Activities and Education",Active Listening,4.0
21-2021.00,"Directors, Religious Activities and Education",Reading Comprehension,3.88
21-2021.00,"Directors, Religious Activities and Education",Critical Thinking,3.88
21-2021.00,"Directors, Religious Activities and Education",Active Learning,3.88
21-2021.00,"Directors, Religious Activities and Education",Learning Strategies,3.75
21-2021.00,"Directors, Religious Activities and Education",Writing,3.25
21-2021.00,"Directors, Religious Activities and Education",Monitoring,3.12
21-2021.00,"Directors, Religious Activities and Education",Mathematics,2.12
21-2021.00,"Directors, Religious Activities and Education",Science,1.38
23-1011.00,Lawyers,Speaking,4.62
23-1011.00,Lawyers,Reading Comprehension,4.5
23-1011.00,Lawyers,Active Listening,4.5
23-1011.00,Lawyers,Critical Thinking,4.5
23-1011.00,Lawyers,Writing,4.25
23-1011.00,Lawyers,Active Learning,3.75
23-1011.00,Lawyers,Monitoring,3.38
23-1011.00,Lawyers,Learning Strategies,3.12
23-1011.00,Lawyers,Mathematics,2.0
23-1011.00,Lawyers,Science,1.5
23-1012.00,Judicial Law Clerks,Reading Comprehension,4.5
23-1012.00,Judicial Law Clerks,Active Listening,4.25
23-1012.00,Judicial Law Clerks,Critical Thinking,4.25
23-1012.00,Judicial Law Clerks,Writing,4.12
23-1012.00,Judicial Law Clerks,Speaking,4.0
23-1012.00,Judicial Law Clerks,Active Learning,3.75
23-1012.00,Judicial Law Clerks,Learning Strategies,3.0
23-1012.00,Judicial Law Clerks,Monitoring,3.0
23-1012.00,Judicial Law Clerks,Mathematics,1.88
23-1012.00,Judicial Law Clerks,Science,1.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Reading Comprehension,4.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Active Listening,4.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Critical Thinking,4.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Writing,4.25
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Speaking,4.12
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Active Learning,4.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Monitoring,3.88
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Learning Strategies,3.0
