EmployeeNumber,CurrentSkill,Source
193,Reading Comprehension,SYNTHETIC_MVP
193,Programming,SYNTHETIC_MVP
193,Writing,SYNTHETIC_MVP
194,Systems Analysis,SYNTHETIC_MVP
194,Critical Thinking,SYNTHETIC_MVP
194,Complex Problem Solving,SYNTHETIC_MVP
194,Time Management,SYNTHETIC_MVP
194,Systems Evaluation,SYNTHETIC_MVP
194,Writing,SYNTHETIC_MVP
195,Time Management,SYNTHETIC_MVP
195,Project Management,SYNTHETIC_MVP
195,Programming,SYNTHETIC_MVP
195,Systems Analysis,SYNTHETIC_MVP
195,Writing,SYNTHETIC_MVP
195,Critical Thinking,SYNTHETIC_MVP
197,Active Listening,SYNTHETIC_MVP
197,Project Management,SYNTHETIC_MVP
197,Writing,SYNTHETIC_MVP
197,Time Management,SYNTHETIC_MVP
197,Reading Comprehension,SYNTHETIC_MVP
197,Complex Problem Solving,SYNTHETIC_MVP
198,Writing,SYNTHETIC_MVP
198,Time Management,SYNTHETIC_MVP
198,Active Listening,SYNTHETIC_MVP
198,Speaking,SYNTHETIC_MVP
198,Critical Thinking,SYNTHETIC_MVP
199,Systems Evaluation,SYNTHETIC_MVP
199,Speaking,SYNTHETIC_MVP
199,Reading Comprehension,SYNTHETIC_MVP
199,Data Analysis,SYNTHETIC_MVP
199,Writing,SYNTHETIC_MVP
199,Project Management,SYNTHETIC_MVP
200,Project Management,SYNTHETIC_MVP
200,Complex Problem Solving,SYNTHETIC_MVP
200,Reading Comprehension,SYNTHETIC_MVP
201,Speaking,SYNTHETIC_MVP
201,Reading Comprehension,SYNTHETIC_MVP
201,Data Analysis,SYNTHETIC_MVP
201,Critical Thinking,SYNTHETIC_MVP
201,Systems Analysis,SYNTHETIC_MVP
202,Systems Evaluation,SYNTHETIC_MVP
202,Time Management,SYNTHETIC_MVP
202,Data Analysis,SYNTHETIC_MVP
202,Writing,SYNTHETIC_MVP
202,Project Management,SYNTHETIC_MVP
202,Systems Analysis,SYNTHETIC_MVP
204,Complex Problem Solving,SYNTHETIC_MVP
204,Systems Evaluation,SYNTHETIC_MVP
204,Critical Thinking,SYNTHETIC_MVP
204,Programming,SYNTHETIC_MVP
204,Time Management,SYNTHETIC_MVP
205,Programming,SYNTHETIC_MVP
205,Critical Thinking,SYNTHETIC_MVP
205,Writing,SYNTHETIC_MVP
205,Project Management,SYNTHETIC_MVP
205,Reading Comprehension,SYNTHETIC_MVP
206,Project Management,SYNTHETIC_MVP
206,Reading Comprehension,SYNTHETIC_MVP
206,Systems Analysis,SYNTHETIC_MVP
206,Complex Problem Solving,SYNTHETIC_MVP
207,Time Management,SYNTHETIC_MVP
207,Speaking,SYNTHETIC_MVP
207,Writing,SYNTHETIC_MVP
207,Programming,SYNTHETIC_MVP
207,Project Management,SYNTHETIC_MVP
208,Programming,SYNTHETIC_MVP
208,Systems Analysis,SYNTHETIC_MVP
208,Time Management,SYNTHETIC_MVP
208,Complex Problem Solving,SYNTHETIC_MVP
211,Writing,SYNTHETIC_MVP
211,Active Listening,SYNTHETIC_MVP
211,Complex Problem Solving,SYNTHETIC_MVP
214,Project Management,SYNTHETIC_MVP
214,Writing,SYNTHETIC_MVP
214,Systems Evaluation,SYNTHETIC_MVP
214,Systems Analysis,SYNTHETIC_MVP
215,Project Management,SYNTHETIC_MVP
215,Critical Thinking,SYNTHETIC_MVP
215,Data Analysis,SYNTHETIC_MVP
215,Time Management,SYNTHETIC_MVP
215,Reading Comprehension,SYNTHETIC_MVP
215,Writing,SYNTHETIC_MVP
216,Systems Analysis,SYNTHETIC_MVP
216,Reading Comprehension,SYNTHETIC_MVP
216,Complex Problem Solving,SYNTHETIC_MVP
216,Speaking,SYNTHETIC_MVP
217,Time Management,SYNTHETIC_MVP
217,Programming,SYNTHETIC_MVP
217,Systems Evaluation,SYNTHETIC_MVP
217,Complex Problem Solving,SYNTHETIC_MVP
217,Reading Comprehension,SYNTHETIC_MVP
218,Critical Thinking,SYNTHETIC_MVP
218,Speaking,SYNTHETIC_MVP
218,Active Listening,SYNTHETIC_MVP
218,Complex Problem Solving,SYNTHETIC_MVP
221,Active Listening,SYNTHETIC_MVP
221,Project Management,SYNTHETIC_MVP
221,Systems Analysis,SYNTHETIC_MVP
221,Reading Comprehension,SYNTHETIC_MVP
223,Complex Problem Solving,SYNTHETIC_MVP
223,Writing,SYNTHETIC_MVP
223,Speaking,SYNTHETIC_MVP
224,Critical Thinking,SYNTHETIC_MVP
224,Systems Analysis,SYNTHETIC_MVP
224,Project Management,SYNTHETIC_MVP
224,Writing,SYNTHETIC_MVP
226,Systems Evaluation,SYNTHETIC_MVP
226,Complex Problem Solving,SYNTHETIC_MVP
226,Critical Thinking,SYNTHETIC_MVP
226,Programming,SYNTHETIC_MVP
226,Project Management,SYNTHETIC_MVP
226,Time Management,SYNTHETIC_MVP
227,Systems Analysis,SYNTHETIC_MVP
227,Critical Thinking,SYNTHETIC_MVP
227,Systems Evaluation,SYNTHETIC_MVP
227,Speaking,SYNTHETIC_MVP
228,Reading Comprehension,SYNTHETIC_MVP
228,Project Management,SYNTHETIC_MVP
228,Data Analysis,SYNTHETIC_MVP
228,Active Listening,SYNTHETIC_MVP
230,Systems Analysis,SYNTHETIC_MVP
230,Writing,SYNTHETIC_MVP
230,Time Management,SYNTHETIC_MVP
230,Systems Evaluation,SYNTHETIC_MVP
230,Reading Comprehension,SYNTHETIC_MVP
230,Active Listening,SYNTHETIC_MVP
231,Complex Problem Solving,SYNTHETIC_MVP
231,Time Management,SYNTHETIC_MVP
231,Speaking,SYNTHETIC_MVP
231,Data Analysis,SYNTHETIC_MVP
231,Reading Comprehension,SYNTHETIC_MVP
233,Writing,SYNTHETIC_MVP
233,Critical Thinking,SYNTHETIC_MVP
233,Data Analysis,SYNTHETIC_MVP
233,Systems Analysis,SYNTHETIC_MVP
233,Systems Evaluation,SYNTHETIC_MVP
233,Project Management,SYNTHETIC_MVP
235,Systems Evaluation,SYNTHETIC_MVP
235,Active Listening,SYNTHETIC_MVP
235,Time Management,SYNTHETIC_MVP
235,Systems Analysis,SYNTHETIC_MVP
235,Complex Problem Solving,SYNTHETIC_MVP
235,Reading Comprehension,SYNTHETIC_MVP
238,Systems Analysis,SYNTHETIC_MVP
238,Active Listening,SYNTHETIC_MVP
238,Speaking,SYNTHETIC_MVP
238,Writing,SYNTHETIC_MVP
239,Systems Evaluation,SYNTHETIC_MVP
239,Writing,SYNTHETIC_MVP
239,Data Analysis,SYNTHETIC_MVP
239,Complex Problem Solving,SYNTHETIC_MVP
239,Programming,SYNTHETIC_MVP
239,Reading Comprehension,SYNTHETIC_MVP
240,Complex Problem Solving,SYNTHETIC_MVP
240,Systems Evaluation,SYNTHETIC_MVP
240,Time Management,SYNTHETIC_MVP
240,Active Listening,SYNTHETIC_MVP
241,Active Listening,SYNTHETIC_MVP
241,Systems Evaluation,SYNTHETIC_MVP
241,Project Management,SYNTHETIC_MVP
242,Time Management,SYNTHETIC_MVP
242,Systems Evaluation,SYNTHETIC_MVP
242,Active Listening,SYNTHETIC_MVP
243,Reading Comprehension,SYNTHETIC_MVP
243,Data Analysis,SYNTHETIC_MVP
243,Programming,SYNTHETIC_MVP
243,Time Management,SYNTHETIC_MVP
244,Active Listening,SYNTHETIC_MVP
244,Programming,SYNTHETIC_MVP
244,Writing,SYNTHETIC_MVP
244,Project Management,SYNTHETIC_MVP
245,Critical Thinking,SYNTHETIC_MVP
245,Time Management,SYNTHETIC_MVP
245,Complex Problem Solving,SYNTHETIC_MVP
246,Writing,SYNTHETIC_MVP
246,Active Listening,SYNTHETIC_MVP
246,Speaking,SYNTHETIC_MVP
246,Complex Problem Solving,SYNTHETIC_MVP
247,Data Analysis,SYNTHETIC_MVP
247,Systems Analysis,SYNTHETIC_MVP
247,Reading Comprehension,SYNTHETIC_MVP
248,Time Management,SYNTHETIC_MVP
248,Project Management,SYNTHETIC_MVP
248,Data Analysis,SYNTHETIC_MVP
248,Systems Analysis,SYNTHETIC_MVP
248,Critical Thinking,SYNTHETIC_MVP
248,Programming,SYNTHETIC_MVP
249,Time Management,SYNTHETIC_MVP
249,Programming,SYNTHETIC_MVP
249,Writing,SYNTHETIC_MVP
249,Project Management,SYNTHETIC_MVP
249,Critical Thinking,SYNTHETIC_MVP
250,Speaking,SYNTHETIC_MVP
250,Complex Problem Solving,SYNTHETIC_MVP
250,Systems Evaluation,SYNTHETIC_MVP
250,Systems Analysis,SYNTHETIC_MVP
250,Reading Comprehension,SYNTHETIC_MVP
250,Programming,SYNTHETIC_MVP
252,Systems Analysis,SYNTHETIC_MVP
252,Complex Problem Solving,SYNTHETIC_MVP
252,Project Management,SYNTHETIC_MVP
252,Active Listening,SYNTHETIC_MVP
252,Writing,SYNTHETIC_MVP
252,Time Management,SYNTHETIC_MVP
253,Programming,SYNTHETIC_MVP
253,Data Analysis,SYNTHETIC_MVP
253,Project Management,SYNTHETIC_MVP
253,Active Listening,SYNTHETIC_MVP
253,Systems Evaluation,SYNTHETIC_MVP
254,Speaking,SYNTHETIC_MVP
254,Project Management,SYNTHETIC_MVP
254,Systems Analysis,SYNTHETIC_MVP
254,Systems Evaluation,SYNTHETIC_MVP
254,Writing,SYNTHETIC_MVP
254,Time Management,SYNTHETIC_MVP
256,Time Management,SYNTHETIC_MVP
256,Systems Evaluation,SYNTHETIC_MVP
256,Writing,SYNTHETIC_MVP
256,Active Listening,SYNTHETIC_MVP
256,Speaking,SYNTHETIC_MVP
258,Project Management,SYNTHETIC_MVP
258,Speaking,SYNTHETIC_MVP
258,Programming,SYNTHETIC_MVP
258,Writing,SYNTHETIC_MVP
258,Reading Comprehension,SYNTHETIC_MVP
258,Critical Thinking,SYNTHETIC_MVP
259,Critical Thinking,SYNTHETIC_MVP
259,Systems Analysis,SYNTHETIC_MVP
259,Data Analysis,SYNTHETIC_MVP
259,Time Management,SYNTHETIC_MVP
259,Programming,SYNTHETIC_MVP
259,Systems Evaluation,SYNTHETIC_MVP
260,Systems Analysis,SYNTHETIC_MVP
260,Speaking,SYNTHETIC_MVP
260,Complex Problem Solving,SYNTHETIC_MVP
260,Reading Comprehension,SYNTHETIC_MVP
260,Programming,SYNTHETIC_MVP
261,Speaking,SYNTHETIC_MVP
261,Active Listening,SYNTHETIC_MVP
261,Complex Problem Solving,SYNTHETIC_MVP
262,Critical Thinking,SYNTHETIC_MVP
262,Systems Analysis,SYNTHETIC_MVP
262,Project Management,SYNTHETIC_MVP
262,Complex Problem Solving,SYNTHETIC_MVP
262,Reading Comprehension,SYNTHETIC_MVP
262,Active Listening,SYNTHETIC_MVP
264,Reading Comprehension,SYNTHETIC_MVP
264,Programming,SYNTHETIC_MVP
264,Writing,SYNTHETIC_MVP
267,Project Management,SYNTHETIC_MVP
267,Data Analysis,SYNTHETIC_MVP
267,Speaking,SYNTHETIC_MVP
267,Critical Thinking,SYNTHETIC_MVP
269,Writing,SYNTHETIC_MVP
269,Complex Problem Solving,SYNTHETIC_MVP
269,Speaking,SYNTHETIC_MVP
270,Project Management,SYNTHETIC_MVP
270,Reading Comprehension,SYNTHETIC_MVP
270,Speaking,SYNTHETIC_MVP
271,Active Listening,SYNTHETIC_MVP
271,Critical Thinking,SYNTHETIC_MVP
271,Project Management,SYNTHETIC_MVP
271,Systems Analysis,SYNTHETIC_MVP
271,Complex Problem Solving,SYNTHETIC_MVP
273,Systems Analysis,SYNTHETIC_MVP
273,Data Analysis,SYNTHETIC_MVP
273,Programming,SYNTHETIC_MVP
273,Active Listening,SYNTHETIC_MVP
274,Writing,SYNTHETIC_MVP
274,Speaking,SYNTHETIC_MVP
274,Reading Comprehension,SYNTHETIC_MVP
274,Systems Evaluation,SYNTHETIC_MVP
275,Writing,SYNTHETIC_MVP
275,Speaking,SYNTHETIC_MVP
275,Active Listening,SYNTHETIC_MVP
277,Writing,SYNTHETIC_MVP
277,Active Listening,SYNTHETIC_MVP
277,Data Analysis,SYNTHETIC_MVP
277,Complex Problem Solving,SYNTHETIC_MVP
277,Speaking,SYNTHETIC_MVP
281,Systems Evaluation,SYNTHETIC_MVP
281,Systems Analysis,SYNTHETIC_MVP
281,Speaking,SYNTHETIC_MVP
282,Complex Problem Solving,SYNTHETIC_MVP
282,Systems Analysis,SYNTHETIC_MVP
282,Speaking,SYNTHETIC_MVP
282,Programming,SYNTHETIC_MVP
282,Critical Thinking,SYNTHETIC_MVP
283,Project Management,SYNTHETIC_MVP
283,Critical Thinking,SYNTHETIC_MVP
283,Time Management,SYNTHETIC_MVP
284,Active Listening,SYNTHETIC_MVP
284,Systems Evaluation,SYNTHETIC_MVP
284,Systems Analysis,SYNTHETIC_MVP
286,Critical Thinking,SYNTHETIC_MVP
286,Systems Evaluation,SYNTHETIC_MVP
286,Time Management,SYNTHETIC_MVP
287,Speaking,SYNTHETIC_MVP
287,Critical Thinking,SYNTHETIC_MVP
287,Project Management,SYNTHETIC_MVP
288,Time Management,SYNTHETIC_MVP
288,Systems Evaluation,SYNTHETIC_MVP
288,Data Analysis,SYNTHETIC_MVP
291,Critical Thinking,SYNTHETIC_MVP
291,Project Management,SYNTHETIC_MVP
291,Complex Problem Solving,SYNTHETIC_MVP
291,Speaking,SYNTHETIC_MVP
291,Time Management,SYNTHETIC_MVP
292,Programming,SYNTHETIC_MVP
292,Reading Comprehension,SYNTHETIC_MVP
292,Systems Evaluation,SYNTHETIC_MVP
293,Programming,SYNTHETIC_MVP
293,Speaking,SYNTHETIC_MVP
293,Project Management,SYNTHETIC_MVP
293,Writing,SYNTHETIC_MVP
296,Complex Problem Solving,SYNTHETIC_MVP
296,Data Analysis,SYNTHETIC_MVP
296,Active Listening,SYNTHETIC_MVP
296,Critical Thinking,SYNTHETIC_MVP
297,Complex Problem Solving,SYNTHETIC_MVP
297,Data Analysis,SYNTHETIC_MVP
297,Systems Evaluation,SYNTHETIC_MVP
297,Project Management,SYNTHETIC_MVP
297,Time Management,SYNTHETIC_MVP
297,Active Listening,SYNTHETIC_MVP
298,Active Listening,SYNTHETIC_MVP
298,Reading Comprehension,SYNTHETIC_MVP
298,Data Analysis,SYNTHETIC_MVP
298,Programming,SYNTHETIC_MVP
299,Speaking,SYNTHETIC_MVP
299,Project Management,SYNTHETIC_MVP
299,Data Analysis,SYNTHETIC_MVP
300,Data Analysis,SYNTHETIC_MVP
300,Active Listening,SYNTHETIC_MVP
300,Systems Analysis,SYNTHETIC_MVP
300,Programming,SYNTHETIC_MVP
300,Project Management,SYNTHETIC_MVP
302,Systems Evaluation,SYNTHETIC_MVP
302,Programming,SYNTHETIC_MVP
302,Project Management,SYNTHETIC_MVP
302,Time Management,SYNTHETIC_MVP
302,Complex Problem Solving,SYNTHETIC_MVP
302,Active Listening,SYNTHETIC_MVP
303,Systems Analysis,SYNTHETIC_MVP
303,Reading Comprehension,SYNTHETIC_MVP
303,Data Analysis,SYNTHETIC_MVP
303,Speaking,SYNTHETIC_MVP
303,Programming,SYNTHETIC_MVP
304,Critical Thinking,SYNTHETIC_MVP
304,Reading Comprehension,SYNTHETIC_MVP
304,Complex Problem Solving,SYNTHETIC_MVP
304,Systems Evaluation,SYNTHETIC_MVP
304,Time Management,SYNTHETIC_MVP
305,Active Listening,SYNTHETIC_MVP
305,Writing,SYNTHETIC_MVP
305,Complex Problem Solving,SYNTHETIC_MVP
305,Speaking,SYNTHETIC_MVP
305,Systems Analysis,SYNTHETIC_MVP
305,Reading Comprehension,SYNTHETIC_MVP
306,Programming,SYNTHETIC_MVP
306,Complex Problem Solving,SYNTHETIC_MVP
306,Systems Analysis,SYNTHETIC_MVP
307,Project Management,SYNTHETIC_MVP
307,Time Management,SYNTHETIC_MVP
307,Systems Analysis,SYNTHETIC_MVP
307,Critical Thinking,SYNTHETIC_MVP
307,Complex Problem Solving,SYNTHETIC_MVP
308,Active Listening,SYNTHETIC_MVP
308,Critical Thinking,SYNTHETIC_MVP
308,Writing,SYNTHETIC_MVP
308,Reading Comprehension,SYNTHETIC_MVP
308,Systems Evaluation,SYNTHETIC_MVP
309,Complex Problem Solving,SYNTHETIC_MVP
309,Critical Thinking,SYNTHETIC_MVP
309,Systems Analysis,SYNTHETIC_MVP
309,Data Analysis,SYNTHETIC_MVP
309,Systems Evaluation,SYNTHETIC_MVP
309,Project Management,SYNTHETIC_MVP
311,Data Analysis,SYNTHETIC_MVP
311,Complex Problem Solving,SYNTHETIC_MVP
311,Project Management,SYNTHETIC_MVP
312,Time Management,SYNTHETIC_MVP
312,Programming,SYNTHETIC_MVP
312,Complex Problem Solving,SYNTHETIC_MVP
312,Speaking,SYNTHETIC_MVP
312,Writing,SYNTHETIC_MVP
314,Data Analysis,SYNTHETIC_MVP
314,Systems Analysis,SYNTHETIC_MVP
314,Project Management,SYNTHETIC_MVP
314,Critical Thinking,SYNTHETIC_MVP
314,Speaking,SYNTHETIC_MVP
315,Active Listening,SYNTHETIC_MVP
315,Critical Thinking,SYNTHETIC_MVP
315,Programming,SYNTHETIC_MVP
315,Complex Problem Solving,SYNTHETIC_MVP
316,Systems Evaluation,SYNTHETIC_MVP
316,Systems Analysis,SYNTHETIC_MVP
316,Time Management,SYNTHETIC_MVP
319,Systems Evaluation,SYNTHETIC_MVP
319,Time Management,SYNTHETIC_MVP
319,Active Listening,SYNTHETIC_MVP
319,Critical Thinking,SYNTHETIC_MVP
319,Programming,SYNTHETIC_MVP
319,Project Management,SYNTHETIC_MVP
321,Programming,SYNTHETIC_MVP
321,Active Listening,SYNTHETIC_MVP
321,Complex Problem Solving,SYNTHETIC_MVP
323,Programming,SYNTHETIC_MVP
323,Critical Thinking,SYNTHETIC_MVP
323,Systems Analysis,SYNTHETIC_MVP
323,Data Analysis,SYNTHETIC_MVP
325,Time Management,SYNTHETIC_MVP
325,Data Analysis,SYNTHETIC_MVP
325,Complex Problem Solving,SYNTHETIC_MVP
325,Speaking,SYNTHETIC_MVP
325,Project Management,SYNTHETIC_MVP
325,Systems Analysis,SYNTHETIC_MVP
327,Project Management,SYNTHETIC_MVP
327,Complex Problem Solving,SYNTHETIC_MVP
327,Systems Analysis,SYNTHETIC_MVP
328,Time Management,SYNTHETIC_MVP
328,Project Management,SYNTHETIC_MVP
328,Reading Comprehension,SYNTHETIC_MVP
328,Writing,SYNTHETIC_MVP
329,Speaking,SYNTHETIC_MVP
329,Active Listening,SYNTHETIC_MVP
329,Complex Problem Solving,SYNTHETIC_MVP
329,Data Analysis,SYNTHETIC_MVP
329,Critical Thinking,SYNTHETIC_MVP
329,Project Management,SYNTHETIC_MVP
330,Data Analysis,SYNTHETIC_MVP
330,Time Management,SYNTHETIC_MVP
330,Systems Evaluation,SYNTHETIC_MVP
330,Complex Problem Solving,SYNTHETIC_MVP
330,Speaking,SYNTHETIC_MVP
331,Systems Analysis,SYNTHETIC_MVP
331,Critical Thinking,SYNTHETIC_MVP
331,Time Management,SYNTHETIC_MVP
331,Programming,SYNTHETIC_MVP
331,Reading Comprehension,SYNTHETIC_MVP
331,Data Analysis,SYNTHETIC_MVP
332,Time Management,SYNTHETIC_MVP
332,Speaking,SYNTHETIC_MVP
332,Writing,SYNTHETIC_MVP
333,Complex Problem Solving,SYNTHETIC_MVP
333,Writing,SYNTHETIC_MVP
333,Systems Evaluation,SYNTHETIC_MVP
333,Project Management,SYNTHETIC_MVP
333,Critical Thinking,SYNTHETIC_MVP
334,Systems Evaluation,SYNTHETIC_MVP
334,Active Listening,SYNTHETIC_MVP
334,Time Management,SYNTHETIC_MVP
334,Complex Problem Solving,SYNTHETIC_MVP
335,Complex Problem Solving,SYNTHETIC_MVP
335,Programming,SYNTHETIC_MVP
335,Reading Comprehension,SYNTHETIC_MVP
335,Writing,SYNTHETIC_MVP
336,Programming,SYNTHETIC_MVP
336,Active Listening,SYNTHETIC_MVP
336,Systems Analysis,SYNTHETIC_MVP
337,Speaking,SYNTHETIC_MVP
337,Project Management,SYNTHETIC_MVP
337,Complex Problem Solving,SYNTHETIC_MVP
338,Complex Problem Solving,SYNTHETIC_MVP
338,Active Listening,SYNTHETIC_MVP
338,Time Management,SYNTHETIC_MVP
338,Speaking,SYNTHETIC_MVP
338,Reading Comprehension,SYNTHETIC_MVP
338,Data Analysis,SYNTHETIC_MVP
339,Critical Thinking,SYNTHETIC_MVP
339,Reading Comprehension,SYNTHETIC_MVP
339,Data Analysis,SYNTHETIC_MVP
339,Systems Analysis,SYNTHETIC_MVP
339,Speaking,SYNTHETIC_MVP
339,Writing,SYNTHETIC_MVP
340,Data Analysis,SYNTHETIC_MVP
340,Writing,SYNTHETIC_MVP
340,Time Management,SYNTHETIC_MVP
340,Project Management,SYNTHETIC_MVP
340,Active Listening,SYNTHETIC_MVP
341,Data Analysis,SYNTHETIC_MVP
341,Systems Analysis,SYNTHETIC_MVP
341,Time Management,SYNTHETIC_MVP
341,Reading Comprehension,SYNTHETIC_MVP
342,Writing,SYNTHETIC_MVP
342,Active Listening,SYNTHETIC_MVP
342,Project Management,SYNTHETIC_MVP
343,Complex Problem Solving,SYNTHETIC_MVP
343,Project Management,SYNTHETIC_MVP
343,Programming,SYNTHETIC_MVP
346,Speaking,SYNTHETIC_MVP
346,Reading Comprehension,SYNTHETIC_MVP
346,Critical Thinking,SYNTHETIC_MVP
347,Systems Evaluation,SYNTHETIC_MVP
347,Critical Thinking,SYNTHETIC_MVP
347,Time Management,SYNTHETIC_MVP
347,Systems Analysis,SYNTHETIC_MVP
347,Data Analysis,SYNTHETIC_MVP
347,Programming,SYNTHETIC_MVP
349,Data Analysis,SYNTHETIC_MVP
349,Programming,SYNTHETIC_MVP
349,Systems Analysis,SYNTHETIC_MVP
350,Systems Evaluation,SYNTHETIC_MVP
350,Active Listening,SYNTHETIC_MVP
350,Critical Thinking,SYNTHETIC_MVP
351,Critical Thinking,SYNTHETIC_MVP
351,Writing,SYNTHETIC_MVP
351,Complex Problem Solving,SYNTHETIC_MVP
351,Project Management,SYNTHETIC_MVP
351,Active Listening,SYNTHETIC_MVP
351,Reading Comprehension,SYNTHETIC_MVP
352,Programming,SYNTHETIC_MVP
352,Project Management,SYNTHETIC_MVP
352,Speaking,SYNTHETIC_MVP
353,Systems Analysis,SYNTHETIC_MVP
353,Programming,SYNTHETIC_MVP
353,Speaking,SYNTHETIC_MVP
353,Writing,SYNTHETIC_MVP
355,Systems Evaluation,SYNTHETIC_MVP
355,Programming,SYNTHETIC_MVP
355,Critical Thinking,SYNTHETIC_MVP
359,Systems Analysis,SYNTHETIC_MVP
359,Active Listening,SYNTHETIC_MVP
359,Writing,SYNTHETIC_MVP
359,Reading Comprehension,SYNTHETIC_MVP
361,Systems Evaluation,SYNTHETIC_MVP
361,Critical Thinking,SYNTHETIC_MVP
361,Time Management,SYNTHETIC_MVP
361,Data Analysis,SYNTHETIC_MVP
361,Systems Analysis,SYNTHETIC_MVP
362,Systems Analysis,SYNTHETIC_MVP
362,Critical Thinking,SYNTHETIC_MVP
362,Speaking,SYNTHETIC_MVP
362,Complex Problem Solving,SYNTHETIC_MVP
363,Project Management,SYNTHETIC_MVP
363,Systems Evaluation,SYNTHETIC_MVP
363,Active Listening,SYNTHETIC_MVP
363,Complex Problem Solving,SYNTHETIC_MVP
363,Reading Comprehension,SYNTHETIC_MVP
363,Time Management,SYNTHETIC_MVP
364,Data Analysis,SYNTHETIC_MVP
364,Project Management,SYNTHETIC_MVP
364,Active Listening,SYNTHETIC_MVP
364,Systems Evaluation,SYNTHETIC_MVP
364,Systems Analysis,SYNTHETIC_MVP
366,Systems Evaluation,SYNTHETIC_MVP
366,Data Analysis,SYNTHETIC_MVP
366,Project Management,SYNTHETIC_MVP
367,Time Management,SYNTHETIC_MVP
367,Active Listening,SYNTHETIC_MVP
367,Writing,SYNTHETIC_MVP
367,Critical Thinking,SYNTHETIC_MVP
369,Time Management,SYNTHETIC_MVP
369,Systems Evaluation,SYNTHETIC_MVP
369,Reading Comprehension,SYNTHETIC_MVP
369,Data Analysis,SYNTHETIC_MVP
372,Project Management,SYNTHETIC_MVP
372,Speaking,SYNTHETIC_MVP
372,Reading Comprehension,SYNTHETIC_MVP
372,Time Management,SYNTHETIC_MVP
373,Critical Thinking,SYNTHETIC_MVP
373,Complex Problem Solving,SYNTHETIC_MVP
373,Speaking,SYNTHETIC_MVP
373,Time Management,SYNTHETIC_MVP
374,Complex Problem Solving,SYNTHETIC_MVP
374,Time Management,SYNTHETIC_MVP
374,Systems Evaluation,SYNTHETIC_MVP
376,Systems Analysis,SYNTHETIC_MVP
376,Active Listening,SYNTHETIC_MVP
376,Complex Problem Solving,SYNTHETIC_MVP
376,Speaking,SYNTHETIC_MVP
376,Writing,SYNTHETIC_MVP
376,Programming,SYNTHETIC_MVP
377,Reading Comprehension,SYNTHETIC_MVP
377,Programming,SYNTHETIC_MVP
377,Critical Thinking,SYNTHETIC_MVP
377,Systems Analysis,SYNTHETIC_MVP
378,Programming,SYNTHETIC_MVP
378,Active Listening,SYNTHETIC_MVP
378,Time Management,SYNTHETIC_MVP
378,Reading Comprehension,SYNTHETIC_MVP
378,Writing,SYNTHETIC_MVP
378,Systems Evaluation,SYNTHETIC_MVP
379,Time Management,SYNTHETIC_MVP
379,Speaking,SYNTHETIC_MVP
379,Writing,SYNTHETIC_MVP
379,Active Listening,SYNTHETIC_MVP
380,Active Listening,SYNTHETIC_MVP
380,Critical Thinking,SYNTHETIC_MVP
380,Programming,SYNTHETIC_MVP
381,Writing,SYNTHETIC_MVP
381,Critical Thinking,SYNTHETIC_MVP
381,Speaking,SYNTHETIC_MVP
382,Complex Problem Solving,SYNTHETIC_MVP
382,Data Analysis,SYNTHETIC_MVP
382,Speaking,SYNTHETIC_MVP
382,Time Management,SYNTHETIC_MVP
382,Active Listening,SYNTHETIC_MVP
384,Writing,SYNTHETIC_MVP
384,Programming,SYNTHETIC_MVP
384,Time Management,SYNTHETIC_MVP
384,Critical Thinking,SYNTHETIC_MVP
385,Systems Analysis,SYNTHETIC_MVP
385,Programming,SYNTHETIC_MVP
385,Active Listening,SYNTHETIC_MVP
386,Systems Analysis,SYNTHETIC_MVP
386,Active Listening,SYNTHETIC_MVP
386,Writing,SYNTHETIC_MVP
387,Programming,SYNTHETIC_MVP
387,Data Analysis,SYNTHETIC_MVP
387,Systems Evaluation,SYNTHETIC_MVP
388,Data Analysis,SYNTHETIC_MVP
388,Programming,SYNTHETIC_MVP
388,Speaking,SYNTHETIC_MVP
388,Reading Comprehension,SYNTHETIC_MVP
388,Active Listening,SYNTHETIC_MVP
389,Reading Comprehension,SYNTHETIC_MVP
389,Systems Evaluation,SYNTHETIC_MVP
389,Time Management,SYNTHETIC_MVP
389,Data Analysis,SYNTHETIC_MVP
390,Writing,SYNTHETIC_MVP
390,Time Management,SYNTHETIC_MVP
390,Speaking,SYNTHETIC_MVP
390,Critical Thinking,SYNTHETIC_MVP
390,Data Analysis,SYNTHETIC_MVP
390,Complex Problem Solving,SYNTHETIC_MVP
391,Time Management,SYNTHETIC_MVP
391,Critical Thinking,SYNTHETIC_MVP
391,Active Listening,SYNTHETIC_MVP
391,Speaking,SYNTHETIC_MVP
391,Data Analysis,SYNTHETIC_MVP
391,Complex Problem Solving,SYNTHETIC_MVP
392,Time Management,SYNTHETIC_MVP
392,Writing,SYNTHETIC_MVP
392,Speaking,SYNTHETIC_MVP
393,Complex Problem Solving,SYNTHETIC_MVP
393,Systems Evaluation,SYNTHETIC_MVP
393,Time Management,SYNTHETIC_MVP
393,Speaking,SYNTHETIC_MVP
394,Critical Thinking,SYNTHETIC_MVP
394,Complex Problem Solving,SYNTHETIC_MVP
394,Time Management,SYNTHETIC_MVP
394,Programming,SYNTHETIC_MVP
394,Writing,SYNTHETIC_MVP
395,Speaking,SYNTHETIC_MVP
395,Writing,SYNTHETIC_MVP
